_Country_Colors,_Country_Params,Country Code,Country,Dimension,G20,Momentum (Momentum),Region,Score,GROWTH,Median line
,FALSE,KGZ,Kyrgyz Republic,SECURE,,ADVANCING,Commonwealth of Independent States,61.70093214,0.028039705,67.12
,FALSE,KGZ,Kyrgyz Republic,SUSTAINABLE,,LEADING,Commonwealth of Independent States,70.73917536,0.014754016,61.3
,FALSE,KGZ,Kyrgyz Republic,EQUITABLE,,ADVANCING,Commonwealth of Independent States,52.54986412,0.005899724,64.71
,FALSE,LAO,Lao PDR,SECURE,,AT RISK,Emerging and Developing Asia,53.98663312,-0.008247077,67.12
,FALSE,LAO,Lao PDR,SUSTAINABLE,,LEADING,Emerging and Developing Asia,64.81447979,0.017193191,61.3
,FALSE,LAO,Lao PDR,EQUITABLE,,ADVANCING,Emerging and Developing Asia,58.75403618,0.00888779,64.71
,FALSE,LVA,Latvia,SECURE,,LEADING,Emerging and Developing Europe,75.26096921,0.003629601,67.12
,FALSE,LVA,Latvia,SUSTAINABLE,,LEADING,Emerging and Developing Europe,67.93518372,0.008544486,61.3
,FALSE,LVA,Latvia,EQUITABLE,,ADVANCING,Emerging and Developing Europe,63.71671728,0.006609079,64.71
,FALSE,LBN,Lebanon,SECURE,,ADVANCING,"Middle East, North Africa and Pakistan",45.01579441,0.021969924,67.12
,FALSE,LBN,Lebanon,SUSTAINABLE,,ADVANCING,"Middle East, North Africa and Pakistan",47.95093314,0.014956946,61.3
,FALSE,LBN,Lebanon,EQUITABLE,,ADVANCING,"Middle East, North Africa and Pakistan",57.33202649,0.011626712,64.71
,FALSE,LTU,Lithuania,SECURE,,ADVANCING,Emerging and Developing Europe,61.21018163,0.020209958,67.12
,FALSE,LTU,Lithuania,SUSTAINABLE,,LEADING,Emerging and Developing Europe,61.38850028,0.003025366,61.3
,FALSE,LTU,Lithuania,EQUITABLE,,AT RISK,Emerging and Developing Europe,63.40925,-0.01407911,64.71
,FALSE,LUX,Luxembourg,SECURE,,LEADING,Advanced Economies,71.66744679,0.0005798,67.12
,FALSE,LUX,Luxembourg,SUSTAINABLE,,ADVANCING,Advanced Economies,41.83750088,0.082939514,61.3
,FALSE,LUX,Luxembourg,EQUITABLE,,STABILIZING,Advanced Economies,70.98685315,-0.008098148,64.71
,FALSE,MKD,"Macedonia, FYR",SECURE,,ADVANCING,Emerging and Developing Europe,53.52647781,0.010176281,67.12
,FALSE,MKD,"Macedonia, FYR",SUSTAINABLE,,ADVANCING,Emerging and Developing Europe,58.32466787,0.006011242,61.3
,FALSE,MKD,"Macedonia, FYR",EQUITABLE,,STABILIZING,Emerging and Developing Europe,72.42374091,-0.001941079,64.71
,FALSE,MYS,Malaysia,SECURE,,LEADING,Emerging and Developing Asia,83.54519437,0.000750896,67.12
,FALSE,MYS,Malaysia,SUSTAINABLE,,AT RISK,Emerging and Developing Asia,50.54399537,-0.005381565,61.3
,FALSE,MYS,Malaysia,EQUITABLE,,LEADING,Emerging and Developing Asia,75.86095791,0.0053847,64.71
,FALSE,MLT,Malta,SECURE,,ADVANCING,Advanced Economies,63.78487476,0.015770624,67.12
,FALSE,MLT,Malta,SUSTAINABLE,,AT RISK,Advanced Economies,53.57985976,-0.001898634,61.3
,FALSE,MLT,Malta,EQUITABLE,,LEADING,Advanced Economies,67.10138937,0.001004037,64.71
,FALSE,MUS,Mauritius,SECURE,,LEADING,Sub-Saharan Africa,71.35154479,0.005587147,67.12
,FALSE,MUS,Mauritius,SUSTAINABLE,,LEADING,Sub-Saharan Africa,61.42582576,0.001481658,61.3
,FALSE,MUS,Mauritius,EQUITABLE,,AT RISK,Sub-Saharan Africa,63.57013566,-0.001240756,64.71
,FALSE,MEX,Mexico,SECURE,G20,STABILIZING,Latin America and the Caribbean,69.61719903,-0.007691169,67.12
,FALSE,MEX,Mexico,SUSTAINABLE,G20,ADVANCING,Latin America and the Caribbean,61.13835718,0.019828144,61.3
,FALSE,MEX,Mexico,EQUITABLE,G20,AT RISK,Latin America and the Caribbean,64.01325871,-0.033004394,64.71
,FALSE,MNG,Mongolia,SECURE,,AT RISK,Emerging and Developing Asia,50.36079045,-1.72E-05,67.12
,FALSE,MNG,Mongolia,SUSTAINABLE,,ADVANCING,Emerging and Developing Asia,47.86989079,0.004206773,61.3
,FALSE,MNG,Mongolia,EQUITABLE,,LEADING,Emerging and Developing Asia,70.65259741,0.009188355,64.71
,FALSE,MNE,Montenegro,SECURE,,ADVANCING,Emerging and Developing Europe,62.47558199,0.01823515,67.12
,FALSE,MNE,Montenegro,SUSTAINABLE,,AT RISK,Emerging and Developing Europe,60.41617932,-0.00795853,61.3
,FALSE,MNE,Montenegro,EQUITABLE,,ADVANCING,Emerging and Developing Europe,64.30511596,0.008388746,64.71
,FALSE,MAR,Morocco,SECURE,,ADVANCING,"Middle East, North Africa and Pakistan",58.72764203,0.001835583,67.12
,FALSE,MAR,Morocco,SUSTAINABLE,,AT RISK,"Middle East, North Africa and Pakistan",55.50960086,-0.001822461,61.3
,FALSE,MAR,Morocco,EQUITABLE,,LEADING,"Middle East, North Africa and Pakistan",67.77054252,0.007228538,64.71
,FALSE,MOZ,Mozambique,SECURE,,AT RISK,Sub-Saharan Africa,61.56979406,-0.004905659,67.12
,FALSE,MOZ,Mozambique,SUSTAINABLE,,LEADING,Sub-Saharan Africa,68.20496487,0.004038277,61.3
,FALSE,MOZ,Mozambique,EQUITABLE,,AT RISK,Sub-Saharan Africa,44.61292081,-0.020883825,64.71
,FALSE,NAM,Namibia,SECURE,,LEADING,Sub-Saharan Africa,74.15410953,0.00271492,67.12
,FALSE,NAM,Namibia,SUSTAINABLE,,LEADING,Sub-Saharan Africa,69.54828655,0.001648998,61.3
,FALSE,NAM,Namibia,EQUITABLE,,ADVANCING,Sub-Saharan Africa,46.23065984,0.007152656,64.71
,FALSE,NPL,Nepal,SECURE,,AT RISK,Emerging and Developing Asia,51.45661312,-0.003535987,67.12
,FALSE,NPL,Nepal,SUSTAINABLE,,LEADING,Emerging and Developing Asia,69.74215722,0.007316,61.3
,FALSE,NPL,Nepal,EQUITABLE,,ADVANCING,Emerging and Developing Asia,53.49825372,0.008601998,64.71
,FALSE,NLD,Netherlands,SECURE,,STABILIZING,Advanced Economies,67.87906668,-0.008256266,67.12
,FALSE,NLD,Netherlands,SUSTAINABLE,,ADVANCING,Advanced Economies,59.62029536,0.032269041,61.3
,FALSE,NLD,Netherlands,EQUITABLE,,LEADING,Advanced Economies,69.52473847,0.001230344,64.71
,FALSE,NZL,New Zealand,SECURE,,STABILIZING,Advanced Economies,71.31576247,-0.003659411,67.12
,FALSE,NZL,New Zealand,SUSTAINABLE,,LEADING,Advanced Economies,64.04246342,0.014740423,61.3
,FALSE,NZL,New Zealand,EQUITABLE,,LEADING,Advanced Economies,69.30747767,0.006956451,64.71
,FALSE,NIC,Nicaragua,SECURE,,ADVANCING,Latin America and the Caribbean,58.29152071,2.19E-05,67.12
,FALSE,NIC,Nicaragua,SUSTAINABLE,,LEADING,Latin America and the Caribbean,70.54127737,0.004900518,61.3
,FALSE,NIC,Nicaragua,EQUITABLE,,AT RISK,Latin America and the Caribbean,42.51739701,-0.00037856,64.71
,FALSE,NGA,Nigeria,SECURE,,ADVANCING,Sub-Saharan Africa,66.49362842,0.007206095,67.12
,FALSE,NGA,Nigeria,SUSTAINABLE,,AT RISK,Sub-Saharan Africa,60.24870477,-0.002878886,61.3
,FALSE,NGA,Nigeria,EQUITABLE,,ADVANCING,Sub-Saharan Africa,48.52937581,0.005432593,64.71
,FALSE,NOR,Norway,SECURE,,LEADING,Advanced Economies,81.48825426,0.000152181,67.12
,FALSE,NOR,Norway,SUSTAINABLE,,LEADING,Advanced Economies,73.82468591,0.016013318,61.3
,FALSE,NOR,Norway,EQUITABLE,,STABILIZING,Advanced Economies,76.671712,-0.011091781,64.71
,FALSE,OMN,Oman,SECURE,,STABILIZING,"Middle East, North Africa and Pakistan",67.79815401,-0.010221214,67.12
,FALSE,OMN,Oman,SUSTAINABLE,,ADVANCING,"Middle East, North Africa and Pakistan",23.43361186,0.001881355,61.3
,FALSE,OMN,Oman,EQUITABLE,,STABILIZING,"Middle East, North Africa and Pakistan",84.67750271,-0.003159183,64.71
,FALSE,PAK,Pakistan,SECURE,,AT RISK,"Middle East, North Africa and Pakistan",49.87872185,-0.048330952,67.12
,FALSE,PAK,Pakistan,SUSTAINABLE,,LEADING,"Middle East, North Africa and Pakistan",63.6674089,0.011773102,61.3
,FALSE,PAK,Pakistan,EQUITABLE,,ADVANCING,"Middle East, North Africa and Pakistan",51.92718643,0.011921178,64.71
,FALSE,PAN,Panama,SECURE,,LEADING,Latin America and the Caribbean,68.01425903,0.012363829,67.12
,FALSE,PAN,Panama,SUSTAINABLE,,STABILIZING,Latin America and the Caribbean,67.01114359,-0.007186565,61.3
,FALSE,PAN,Panama,EQUITABLE,,AT RISK,Latin America and the Caribbean,63.52888476,-0.047961628,64.71
,FALSE,PRY,Paraguay,SECURE,,ADVANCING,Latin America and the Caribbean,60.50158665,0.030360404,67.12
,FALSE,PRY,Paraguay,SUSTAINABLE,,STABILIZING,Latin America and the Caribbean,87.2900459,-0.000400358,61.3
,FALSE,PRY,Paraguay,EQUITABLE,,STABILIZING,Latin America and the Caribbean,70.90950932,-0.002837911,64.71
,FALSE,PER,Peru,SECURE,,STABILIZING,Latin America and the Caribbean,77.3294055,-0.012817452,67.12
,FALSE,PER,Peru,SUSTAINABLE,,LEADING,Latin America and the Caribbean,70.49732598,0.011112475,61.3
,FALSE,PER,Peru,EQUITABLE,,AT RISK,Latin America and the Caribbean,64.16287475,-0.000832691,64.71
,FALSE,PHL,Philippines,SECURE,,AT RISK,Emerging and Developing Asia,64.1754066,-0.004957545,67.12
,FALSE,PHL,Philippines,SUSTAINABLE,,LEADING,Emerging and Developing Asia,67.10824198,0.00300978,61.3
,FALSE,PHL,Philippines,EQUITABLE,,AT RISK,Emerging and Developing Asia,53.28246136,-0.026793436,64.71
,FALSE,POL,Poland,SECURE,,LEADING,Emerging and Developing Europe,72.84884733,0.01236501,67.12
,FALSE,POL,Poland,SUSTAINABLE,,ADVANCING,Emerging and Developing Europe,51.94405537,0.023212433,61.3
,FALSE,POL,Poland,EQUITABLE,,AT RISK,Emerging and Developing Europe,64.34387605,-0.001501563,64.71
,FALSE,PRT,Portugal,SECURE,,ADVANCING,Advanced Economies,64.30474754,0.016123454,67.12
,FALSE,PRT,Portugal,SUSTAINABLE,,LEADING,Advanced Economies,72.09231937,0.030741236,61.3
,FALSE,PRT,Portugal,EQUITABLE,,ADVANCING,Advanced Economies,63.82925695,0.006091628,64.71
,FALSE,QAT,Qatar,SECURE,,LEADING,"Middle East, North Africa and Pakistan",73.65905382,0.001859651,67.12
,FALSE,QAT,Qatar,SUSTAINABLE,,AT RISK,"Middle East, North Africa and Pakistan",23.58352102,-0.005505265,61.3
,FALSE,QAT,Qatar,EQUITABLE,,STABILIZING,"Middle East, North Africa and Pakistan",77.5026455,-0.025340369,64.71
,FALSE,MDA,Republic of Moldova,SECURE,,ADVANCING,Emerging and Developing Europe,49.97817042,0.005869756,67.12
,FALSE,MDA,Republic of Moldova,SUSTAINABLE,,ADVANCING,Emerging and Developing Europe,48.53166803,0.001927131,61.3
,FALSE,MDA,Republic of Moldova,EQUITABLE,,LEADING,Emerging and Developing Europe,68.47117088,0.010377834,64.71
,FALSE,ROU,Romania,SECURE,,AT RISK,Emerging and Developing Europe,63.93977199,-0.004581332,67.12
,FALSE,ROU,Romania,SUSTAINABLE,,LEADING,Emerging and Developing Europe,68.0629425,0.007739583,61.3
,FALSE,ROU,Romania,EQUITABLE,,STABILIZING,Emerging and Developing Europe,65.25430325,-0.010407313,64.71
,FALSE,SAU,Saudi Arabia,SECURE,G20,STABILIZING,"Middle East, North Africa and Pakistan",80.90969556,-0.001821655,67.12
,FALSE,SAU,Saudi Arabia,SUSTAINABLE,G20,ADVANCING,"Middle East, North Africa and Pakistan",28.59156251,0.059764678,61.3
,FALSE,SAU,Saudi Arabia,EQUITABLE,G20,LEADING,"Middle East, North Africa and Pakistan",76.52424974,0.000478661,64.71
,FALSE,SEN,Senegal,SECURE,,ADVANCING,Sub-Saharan Africa,57.145204,0.051236678,67.12
,FALSE,SEN,Senegal,SUSTAINABLE,,LEADING,Sub-Saharan Africa,64.46572517,0.013933661,61.3
,FALSE,SEN,Senegal,EQUITABLE,,ADVANCING,Sub-Saharan Africa,39.6674804,0.016503064,64.71
,FALSE,SRB,Serbia,SECURE,,LEADING,Emerging and Developing Europe,69.3709935,0.015968277,67.12
,FALSE,SRB,Serbia,SUSTAINABLE,,ADVANCING,Emerging and Developing Europe,48.01346316,0.00941457,61.3
,FALSE,SRB,Serbia,EQUITABLE,,LEADING,Emerging and Developing Europe,65.93855837,0.012363326,64.71
,FALSE,SGP,Singapore,SECURE,,ADVANCING,Advanced Economies,57.71572843,0.002132717,67.12
,FALSE,SGP,Singapore,SUSTAINABLE,,ADVANCING,Advanced Economies,39.01599036,0.02975624,61.3
,FALSE,SGP,Singapore,EQUITABLE,,ADVANCING,Advanced Economies,56.72096775,0.004165129,64.71
,FALSE,SVK,Slovak Republic,SECURE,,ADVANCING,Emerging and Developing Europe,63.00290871,0.007135529,67.12
,FALSE,SVK,Slovak Republic,SUSTAINABLE,,ADVANCING,Emerging and Developing Europe,59.01384124,0.016756776,61.3
,FALSE,SVK,Slovak Republic,EQUITABLE,,LEADING,Emerging and Developing Europe,72.53832173,0.038655,64.71
,FALSE,SVN,Slovenia,SECURE,,LEADING,Advanced Economies,67.69991528,0.006442351,67.12
,FALSE,SVN,Slovenia,SUSTAINABLE,,LEADING,Advanced Economies,67.15794343,0.024173587,61.3
,FALSE,SVN,Slovenia,EQUITABLE,,LEADING,Advanced Economies,69.20855248,0.005408446,64.71
,FALSE,ZAF,South Africa,SECURE,G20,AT RISK,Sub-Saharan Africa,62.13838513,-9.85E-05,67.12
,FALSE,ZAF,South Africa,SUSTAINABLE,G20,ADVANCING,Sub-Saharan Africa,40.15528494,0.024038473,61.3
,FALSE,ZAF,South Africa,EQUITABLE,G20,LEADING,Sub-Saharan Africa,67.50945128,0.016499578,64.71
,FALSE,ESP,Spain,SECURE,,AT RISK,Advanced Economies,61.01837746,-0.001059061,67.12
,FALSE,ESP,Spain,SUSTAINABLE,,LEADING,Advanced Economies,70.48107355,0.026124847,61.3
,FALSE,ESP,Spain,EQUITABLE,,ADVANCING,Advanced Economies,63.91420663,0.010462882,64.71
,FALSE,LKA,Sri Lanka,SECURE,,LEADING,Emerging and Developing Asia,74.51639538,0.005873955,67.12
,FALSE,LKA,Sri Lanka,SUSTAINABLE,,LEADING,Emerging and Developing Asia,67.30951441,0.002912455,61.3
,FALSE,LKA,Sri Lanka,EQUITABLE,,AT RISK,Emerging and Developing Asia,48.58157988,-0.013590426,64.71
,FALSE,SWE,Sweden,SECURE,,STABILIZING,Advanced Economies,80.48209629,-0.00036266,67.12
,FALSE,SWE,Sweden,SUSTAINABLE,,LEADING,Advanced Economies,82.27693827,0.014290991,61.3
,FALSE,SWE,Sweden,EQUITABLE,,STABILIZING,Advanced Economies,80.2435134,-0.001884571,64.71
,FALSE,CHE,Switzerland,SECURE,,LEADING,Advanced Economies,76.49726847,0.009479089,67.12
,FALSE,CHE,Switzerland,SUSTAINABLE,,LEADING,Advanced Economies,80.60993469,0.01239563,61.3
,FALSE,CHE,Switzerland,EQUITABLE,,STABILIZING,Advanced Economies,69.97229079,-0.001066309,64.71
,FALSE,TJK,Tajikistan,SECURE,,LEADING,Commonwealth of Independent States,68.74166172,0.002555226,67.12
,FALSE,TJK,Tajikistan,SUSTAINABLE,,STABILIZING,Commonwealth of Independent States,77.4543525,-0.005997583,61.3
,FALSE,TJK,Tajikistan,EQUITABLE,,AT RISK,Commonwealth of Independent States,53.10795177,-0.002191174,64.71
,FALSE,TZA,Tanzania,SECURE,,AT RISK,Sub-Saharan Africa,54.06848778,-0.004611048,67.12
,FALSE,TZA,Tanzania,SUSTAINABLE,,LEADING,Sub-Saharan Africa,64.52389198,0.006787589,61.3
,FALSE,TZA,Tanzania,EQUITABLE,,AT RISK,Sub-Saharan Africa,35.70305052,-0.019866539,64.71
,FALSE,THA,Thailand,SECURE,,AT RISK,Emerging and Developing Asia,66.76148667,-0.002221578,67.12
,FALSE,THA,Thailand,SUSTAINABLE,,ADVANCING,Emerging and Developing Asia,59.24001308,0.001651144,61.3
,FALSE,THA,Thailand,EQUITABLE,,AT RISK,Emerging and Developing Asia,61.00609731,-0.005351416,64.71
,FALSE,TTO,Trinidad and Tobago,SECURE,,STABILIZING,Latin America and the Caribbean,69.05713236,-0.031057957,67.12
,FALSE,TTO,Trinidad and Tobago,SUSTAINABLE,,ADVANCING,Latin America and the Caribbean,26.19486755,0.035504226,61.3
,FALSE,TTO,Trinidad and Tobago,EQUITABLE,,STABILIZING,Latin America and the Caribbean,75.00661234,-0.001828428,64.71
,FALSE,TUN,Tunisia,SECURE,,AT RISK,"Middle East, North Africa and Pakistan",50.35363711,-0.005735026,67.12
,FALSE,TUN,Tunisia,SUSTAINABLE,,AT RISK,"Middle East, North Africa and Pakistan",53.66101053,-0.001593583,61.3
,FALSE,TUN,Tunisia,EQUITABLE,,LEADING,"Middle East, North Africa and Pakistan",70.18043931,0.086656997,64.71
,FALSE,TUR,Turkey,SECURE,G20,AT RISK,Emerging and Developing Europe,56.08976669,-0.003782878,67.12
,FALSE,TUR,Turkey,SUSTAINABLE,G20,LEADING,Emerging and Developing Europe,62.36810282,0.008534483,61.3
,FALSE,TUR,Turkey,EQUITABLE,G20,AT RISK,Emerging and Developing Europe,58.34004216,-0.017105325,64.71
,FALSE,UKR,Ukraine,SECURE,,LEADING,Commonwealth of Independent States,71.93046817,0.009091884,67.12
,FALSE,UKR,Ukraine,SUSTAINABLE,,ADVANCING,Commonwealth of Independent States,59.70273153,0.01308484,61.3
,FALSE,UKR,Ukraine,EQUITABLE,,ADVANCING,Commonwealth of Independent States,57.86214141,0.021200226,64.71
,FALSE,ARE,United Arab Emirates,SECURE,,LEADING,"Middle East, North Africa and Pakistan",80.95000995,0.011132596,67.12
,FALSE,ARE,United Arab Emirates,SUSTAINABLE,,AT RISK,"Middle East, North Africa and Pakistan",25.04839279,-0.001603665,61.3
,FALSE,ARE,United Arab Emirates,EQUITABLE,,STABILIZING,"Middle East, North Africa and Pakistan",70.1355977,-0.022110865,64.71
,FALSE,GBR,United Kingdom,SECURE,G20,STABILIZING,Advanced Economies,67.52652854,-0.000697296,67.12
,FALSE,GBR,United Kingdom,SUSTAINABLE,G20,LEADING,Advanced Economies,69.2103784,0.014907751,61.3
,FALSE,GBR,United Kingdom,EQUITABLE,G20,LEADING,Advanced Economies,66.38091968,0.000724659,64.71
,FALSE,USA,United States,SECURE,G20,LEADING,Advanced Economies,86.06974636,0.0040022,67.12
,FALSE,USA,United States,SUSTAINABLE,G20,ADVANCING,Advanced Economies,37.61873309,0.047085563,61.3
,FALSE,USA,United States,EQUITABLE,G20,STABILIZING,Advanced Economies,81.5158353,-0.003706284,64.71
,FALSE,URY,Uruguay,SECURE,,ADVANCING,Latin America and the Caribbean,62.36524052,0.009308934,67.12
,FALSE,URY,Uruguay,SUSTAINABLE,,STABILIZING,Latin America and the Caribbean,83.78934167,-0.00252028,61.3
,FALSE,URY,Uruguay,EQUITABLE,,STABILIZING,Latin America and the Caribbean,68.20396961,-0.001883243,64.71
,FALSE,VEN,Venezuela,SECURE,,STABILIZING,Latin America and the Caribbean,67.22172278,-0.013494341,67.12
,FALSE,VEN,Venezuela,SUSTAINABLE,,ADVANCING,Latin America and the Caribbean,53.1714539,0.029706459,61.3
,FALSE,VEN,Venezuela,EQUITABLE,,LEADING,Latin America and the Caribbean,72.6536668,0.002575776,64.71
,FALSE,VNM,Vietnam,SECURE,,AT RISK,Emerging and Developing Asia,65.10804457,-0.019633044,67.12
,FALSE,VNM,Vietnam,SUSTAINABLE,,AT RISK,Emerging and Developing Asia,55.63779353,-0.029483507,61.3
,FALSE,VNM,Vietnam,EQUITABLE,,AT RISK,Emerging and Developing Asia,60.07608277,-0.029096891,64.71
,FALSE,YEM,"Yemen, Rep.",SECURE,,AT RISK,"Middle East, North Africa and Pakistan",47.22605751,-0.010873936,67.12
,FALSE,YEM,"Yemen, Rep.",SUSTAINABLE,,ADVANCING,"Middle East, North Africa and Pakistan",44.4447605,0.023550518,61.3
,FALSE,YEM,"Yemen, Rep.",EQUITABLE,,LEADING,"Middle East, North Africa and Pakistan",77.1964028,0.000308882,64.71
,FALSE,ZMB,Zambia,SECURE,,AT RISK,Sub-Saharan Africa,63.11909746,-0.01979777,67.12
,FALSE,ZMB,Zambia,SUSTAINABLE,,LEADING,Sub-Saharan Africa,75.31287428,0.003239292,61.3
,FALSE,ZMB,Zambia,EQUITABLE,,ADVANCING,Sub-Saharan Africa,31.67855074,0.002842864,64.71
,FALSE,ZWE,Zimbabwe,SECURE,,AT RISK,Sub-Saharan Africa,51.05067923,-0.010256906,67.12
,FALSE,ZWE,Zimbabwe,SUSTAINABLE,,ADVANCING,Sub-Saharan Africa,57.28257034,0.001283713,61.3
,FALSE,ZWE,Zimbabwe,EQUITABLE,,ADVANCING,Sub-Saharan Africa,43.89337324,0.046495737,64.71
