Country,Country Code,Region,Year,Population
Albania,ALB,Emerging and Developing Europe,2014,2889104
Albania,ALB,Emerging and Developing Europe,2015,2880703
Albania,ALB,Emerging and Developing Europe,2016,2876101
Albania,ALB,Emerging and Developing Europe,2017,2873457
Albania,ALB,Emerging and Developing Europe,2018,2866376
Albania,ALB,Emerging and Developing Europe,2019,2854191
Albania,ALB,Emerging and Developing Europe,2020,2837849
Albania,ALB,Emerging and Developing Europe,2021,2811666
Albania,ALB,Emerging and Developing Europe,2022,2811666
Albania,ALB,Emerging and Developing Europe,2023,2811666
Algeria,DZA,"Middle East, North Africa and Pakistan",2014,38760168
Algeria,DZA,"Middle East, North Africa and Pakistan",2015,39543154
Algeria,DZA,"Middle East, North Africa and Pakistan",2016,40339329
Algeria,DZA,"Middle East, North Africa and Pakistan",2017,41136546
Algeria,DZA,"Middle East, North Africa and Pakistan",2018,41927007
Algeria,DZA,"Middle East, North Africa and Pakistan",2019,42705368
Algeria,DZA,"Middle East, North Africa and Pakistan",2020,43451666
Algeria,DZA,"Middle East, North Africa and Pakistan",2021,44177969
Algeria,DZA,"Middle East, North Africa and Pakistan",2022,44177969
Algeria,DZA,"Middle East, North Africa and Pakistan",2023,44177969
Angola,AGO,Sub-Saharan Africa,2014,27128337
Angola,AGO,Sub-Saharan Africa,2015,28127721
Angola,AGO,Sub-Saharan Africa,2016,29154746
Angola,AGO,Sub-Saharan Africa,2017,30208628
Angola,AGO,Sub-Saharan Africa,2018,31273533
Angola,AGO,Sub-Saharan Africa,2019,32353588
Angola,AGO,Sub-Saharan Africa,2020,33428486
Angola,AGO,Sub-Saharan Africa,2021,34503774
Angola,AGO,Sub-Saharan Africa,2022,34503774
Angola,AGO,Sub-Saharan Africa,2023,34503774
Argentina,ARG,Latin America and the Caribbean,2014,42669500
Argentina,ARG,Latin America and the Caribbean,2015,43131966
Argentina,ARG,Latin America and the Caribbean,2016,43590368
Argentina,ARG,Latin America and the Caribbean,2017,44044811
Argentina,ARG,Latin America and the Caribbean,2018,44494502
Argentina,ARG,Latin America and the Caribbean,2019,44938712
Argentina,ARG,Latin America and the Caribbean,2020,45376763
Argentina,ARG,Latin America and the Caribbean,2021,45808747
Argentina,ARG,Latin America and the Caribbean,2022,45808747
Argentina,ARG,Latin America and the Caribbean,2023,45808747
Armenia,ARM,Commonwealth of Independent States,2014,2889930
Armenia,ARM,Commonwealth of Independent States,2015,2878595
Armenia,ARM,Commonwealth of Independent States,2016,2865835
Armenia,ARM,Commonwealth of Independent States,2017,2851923
Armenia,ARM,Commonwealth of Independent States,2018,2836557
Armenia,ARM,Commonwealth of Independent States,2019,2820602
Armenia,ARM,Commonwealth of Independent States,2020,2805608
Armenia,ARM,Commonwealth of Independent States,2021,2790974
Armenia,ARM,Commonwealth of Independent States,2022,2790974
Armenia,ARM,Commonwealth of Independent States,2023,2790974
Australia,AUS,Advanced Economies,2014,23475686
Australia,AUS,Advanced Economies,2015,23815995
Australia,AUS,Advanced Economies,2016,24190907
Australia,AUS,Advanced Economies,2017,24594202
Australia,AUS,Advanced Economies,2018,24966643
Australia,AUS,Advanced Economies,2019,25340217
Australia,AUS,Advanced Economies,2020,25655289
Australia,AUS,Advanced Economies,2021,25688079
Australia,AUS,Advanced Economies,2022,25688079
Australia,AUS,Advanced Economies,2023,25688079
Austria,AUT,Advanced Economies,2014,8546356
Austria,AUT,Advanced Economies,2015,8642699
Austria,AUT,Advanced Economies,2016,8736668
Austria,AUT,Advanced Economies,2017,8797566
Austria,AUT,Advanced Economies,2018,8840521
Austria,AUT,Advanced Economies,2019,8879920
Austria,AUT,Advanced Economies,2020,8916864
Austria,AUT,Advanced Economies,2021,8955797
Austria,AUT,Advanced Economies,2022,8955797
Austria,AUT,Advanced Economies,2023,8955797
Azerbaijan,AZE,Commonwealth of Independent States,2014,9535079
Azerbaijan,AZE,Commonwealth of Independent States,2015,9649341
Azerbaijan,AZE,Commonwealth of Independent States,2016,9757812
Azerbaijan,AZE,Commonwealth of Independent States,2017,9854033
Azerbaijan,AZE,Commonwealth of Independent States,2018,9939771
Azerbaijan,AZE,Commonwealth of Independent States,2019,10024283
Azerbaijan,AZE,Commonwealth of Independent States,2020,10093121
Azerbaijan,AZE,Commonwealth of Independent States,2021,10137750
Azerbaijan,AZE,Commonwealth of Independent States,2022,10137750
Azerbaijan,AZE,Commonwealth of Independent States,2023,10137750
Bahrain,BHR,"Middle East, North Africa and Pakistan",2014,1311134
Bahrain,BHR,"Middle East, North Africa and Pakistan",2015,1362142
Bahrain,BHR,"Middle East, North Africa and Pakistan",2016,1409661
Bahrain,BHR,"Middle East, North Africa and Pakistan",2017,1456834
Bahrain,BHR,"Middle East, North Africa and Pakistan",2018,1487340
Bahrain,BHR,"Middle East, North Africa and Pakistan",2019,1494188
Bahrain,BHR,"Middle East, North Africa and Pakistan",2020,1477469
Bahrain,BHR,"Middle East, North Africa and Pakistan",2021,1463265
Bahrain,BHR,"Middle East, North Africa and Pakistan",2022,1463265
Bahrain,BHR,"Middle East, North Africa and Pakistan",2023,1463265
Bangladesh,BGD,Emerging and Developing Asia,2014,155961299
Bangladesh,BGD,Emerging and Developing Asia,2015,157830000
Bangladesh,BGD,Emerging and Developing Asia,2016,159784568
Bangladesh,BGD,Emerging and Developing Asia,2017,161793964
Bangladesh,BGD,Emerging and Developing Asia,2018,163683958
Bangladesh,BGD,Emerging and Developing Asia,2019,165516222
Bangladesh,BGD,Emerging and Developing Asia,2020,167420951
Bangladesh,BGD,Emerging and Developing Asia,2021,169356251
Bangladesh,BGD,Emerging and Developing Asia,2022,169356251
Bangladesh,BGD,Emerging and Developing Asia,2023,169356251
Belgium,BEL,Advanced Economies,2014,11209057
Belgium,BEL,Advanced Economies,2015,11274196
Belgium,BEL,Advanced Economies,2016,11331422
Belgium,BEL,Advanced Economies,2017,11375158
Belgium,BEL,Advanced Economies,2018,11427054
Belgium,BEL,Advanced Economies,2019,11488980
Belgium,BEL,Advanced Economies,2020,11538604
Belgium,BEL,Advanced Economies,2021,11592952
Belgium,BEL,Advanced Economies,2022,11592952
Belgium,BEL,Advanced Economies,2023,11592952
Bolivia,BOL,Latin America and the Caribbean,2014,10916987
Bolivia,BOL,Latin America and the Caribbean,2015,11090085
Bolivia,BOL,Latin America and the Caribbean,2016,11263015
Bolivia,BOL,Latin America and the Caribbean,2017,11435533
Bolivia,BOL,Latin America and the Caribbean,2018,11606905
Bolivia,BOL,Latin America and the Caribbean,2019,11777315
Bolivia,BOL,Latin America and the Caribbean,2020,11936162
Bolivia,BOL,Latin America and the Caribbean,2021,12079472
Bolivia,BOL,Latin America and the Caribbean,2022,12079472
Bolivia,BOL,Latin America and the Caribbean,2023,12079472
Bosnia and Herzegovina,BIH,Emerging and Developing Europe,2014,3571068
Bosnia and Herzegovina,BIH,Emerging and Developing Europe,2015,3524324
Bosnia and Herzegovina,BIH,Emerging and Developing Europe,2016,3480986
Bosnia and Herzegovina,BIH,Emerging and Developing Europe,2017,3440027
Bosnia and Herzegovina,BIH,Emerging and Developing Europe,2018,3400129
Bosnia and Herzegovina,BIH,Emerging and Developing Europe,2019,3360711
Bosnia and Herzegovina,BIH,Emerging and Developing Europe,2020,3318407
Bosnia and Herzegovina,BIH,Emerging and Developing Europe,2021,3270943
Bosnia and Herzegovina,BIH,Emerging and Developing Europe,2022,3270943
Bosnia and Herzegovina,BIH,Emerging and Developing Europe,2023,3270943
Botswana,BWA,Sub-Saharan Africa,2014,2260376
Botswana,BWA,Sub-Saharan Africa,2015,2305171
Botswana,BWA,Sub-Saharan Africa,2016,2352416
Botswana,BWA,Sub-Saharan Africa,2017,2401840
Botswana,BWA,Sub-Saharan Africa,2018,2451409
Botswana,BWA,Sub-Saharan Africa,2019,2499702
Botswana,BWA,Sub-Saharan Africa,2020,2546402
Botswana,BWA,Sub-Saharan Africa,2021,2588423
Botswana,BWA,Sub-Saharan Africa,2022,2588423
Botswana,BWA,Sub-Saharan Africa,2023,2588423
Brazil,BRA,Latin America and the Caribbean,2014,203459650
Brazil,BRA,Latin America and the Caribbean,2015,205188205
Brazil,BRA,Latin America and the Caribbean,2016,206859578
Brazil,BRA,Latin America and the Caribbean,2017,208504960
Brazil,BRA,Latin America and the Caribbean,2018,210166592
Brazil,BRA,Latin America and the Caribbean,2019,211782878
Brazil,BRA,Latin America and the Caribbean,2020,213196304
Brazil,BRA,Latin America and the Caribbean,2021,214326223
Brazil,BRA,Latin America and the Caribbean,2022,214326223
Brazil,BRA,Latin America and the Caribbean,2023,214326223
Brunei Darussalam,BRN,Emerging and Developing Asia,2014,416656
Brunei Darussalam,BRN,Emerging and Developing Asia,2015,421437
Brunei Darussalam,BRN,Emerging and Developing Asia,2016,425994
Brunei Darussalam,BRN,Emerging and Developing Asia,2017,430276
Brunei Darussalam,BRN,Emerging and Developing Asia,2018,434274
Brunei Darussalam,BRN,Emerging and Developing Asia,2019,438048
Brunei Darussalam,BRN,Emerging and Developing Asia,2020,441725
Brunei Darussalam,BRN,Emerging and Developing Asia,2021,445373
Brunei Darussalam,BRN,Emerging and Developing Asia,2022,445373
Brunei Darussalam,BRN,Emerging and Developing Asia,2023,445373
Bulgaria,BGR,Emerging and Developing Europe,2014,7223938
Bulgaria,BGR,Emerging and Developing Europe,2015,7177991
Bulgaria,BGR,Emerging and Developing Europe,2016,7127822
Bulgaria,BGR,Emerging and Developing Europe,2017,7075947
Bulgaria,BGR,Emerging and Developing Europe,2018,7025037
Bulgaria,BGR,Emerging and Developing Europe,2019,6975761
Bulgaria,BGR,Emerging and Developing Europe,2020,6934015
Bulgaria,BGR,Emerging and Developing Europe,2021,6877743
Bulgaria,BGR,Emerging and Developing Europe,2022,6877743
Bulgaria,BGR,Emerging and Developing Europe,2023,6877743
Cambodia,KHM,Emerging and Developing Asia,2014,15210817
Cambodia,KHM,Emerging and Developing Asia,2015,15417523
Cambodia,KHM,Emerging and Developing Asia,2016,15624584
Cambodia,KHM,Emerging and Developing Asia,2017,15830689
Cambodia,KHM,Emerging and Developing Asia,2018,16025238
Cambodia,KHM,Emerging and Developing Asia,2019,16207746
Cambodia,KHM,Emerging and Developing Asia,2020,16396860
Cambodia,KHM,Emerging and Developing Asia,2021,16589023
Cambodia,KHM,Emerging and Developing Asia,2022,16589023
Cambodia,KHM,Emerging and Developing Asia,2023,16589023
Cameroon,CMR,Sub-Saharan Africa,2014,22299585
Cameroon,CMR,Sub-Saharan Africa,2015,23012646
Cameroon,CMR,Sub-Saharan Africa,2016,23711630
Cameroon,CMR,Sub-Saharan Africa,2017,24393181
Cameroon,CMR,Sub-Saharan Africa,2018,25076747
Cameroon,CMR,Sub-Saharan Africa,2019,25782341
Cameroon,CMR,Sub-Saharan Africa,2020,26491087
Cameroon,CMR,Sub-Saharan Africa,2021,27198628
Cameroon,CMR,Sub-Saharan Africa,2022,27198628
Cameroon,CMR,Sub-Saharan Africa,2023,27198628
Canada,CAN,Advanced Economies,2014,35437435
Canada,CAN,Advanced Economies,2015,35702908
Canada,CAN,Advanced Economies,2016,36109487
Canada,CAN,Advanced Economies,2017,36545236
Canada,CAN,Advanced Economies,2018,37065084
Canada,CAN,Advanced Economies,2019,37601230
Canada,CAN,Advanced Economies,2020,38037204
Canada,CAN,Advanced Economies,2021,38246108
Canada,CAN,Advanced Economies,2022,38246108
Canada,CAN,Advanced Economies,2023,38246108
Chile,CHL,Latin America and the Caribbean,2014,17687108
Chile,CHL,Latin America and the Caribbean,2015,17870124
Chile,CHL,Latin America and the Caribbean,2016,18083879
Chile,CHL,Latin America and the Caribbean,2017,18368577
Chile,CHL,Latin America and the Caribbean,2018,18701450
Chile,CHL,Latin America and the Caribbean,2019,19039485
Chile,CHL,Latin America and the Caribbean,2020,19300315
Chile,CHL,Latin America and the Caribbean,2021,19493184
Chile,CHL,Latin America and the Caribbean,2022,19493184
Chile,CHL,Latin America and the Caribbean,2023,19493184
China,CHN,Emerging and Developing Asia,2014,1371860000
China,CHN,Emerging and Developing Asia,2015,1379860000
China,CHN,Emerging and Developing Asia,2016,1387790000
China,CHN,Emerging and Developing Asia,2017,1396215000
China,CHN,Emerging and Developing Asia,2018,1402760000
China,CHN,Emerging and Developing Asia,2019,1407745000
China,CHN,Emerging and Developing Asia,2020,1411100000
China,CHN,Emerging and Developing Asia,2021,1412360000
China,CHN,Emerging and Developing Asia,2022,1412360000
China,CHN,Emerging and Developing Asia,2023,1412360000
Colombia,COL,Latin America and the Caribbean,2014,46677947
Colombia,COL,Latin America and the Caribbean,2015,47119728
Colombia,COL,Latin America and the Caribbean,2016,47625955
Colombia,COL,Latin America and the Caribbean,2017,48351671
Colombia,COL,Latin America and the Caribbean,2018,49276961
Colombia,COL,Latin America and the Caribbean,2019,50187406
Colombia,COL,Latin America and the Caribbean,2020,50930662
Colombia,COL,Latin America and the Caribbean,2021,51516562
Colombia,COL,Latin America and the Caribbean,2022,51516562
Colombia,COL,Latin America and the Caribbean,2023,51516562
"Congo, Dem. Rep.",COD,Sub-Saharan Africa,2014,76035588
"Congo, Dem. Rep.",COD,Sub-Saharan Africa,2015,78656904
"Congo, Dem. Rep.",COD,Sub-Saharan Africa,2016,81430977
"Congo, Dem. Rep.",COD,Sub-Saharan Africa,2017,84283273
"Congo, Dem. Rep.",COD,Sub-Saharan Africa,2018,87087355
"Congo, Dem. Rep.",COD,Sub-Saharan Africa,2019,89906890
"Congo, Dem. Rep.",COD,Sub-Saharan Africa,2020,92853164
"Congo, Dem. Rep.",COD,Sub-Saharan Africa,2021,95894118
"Congo, Dem. Rep.",COD,Sub-Saharan Africa,2022,95894118
"Congo, Dem. Rep.",COD,Sub-Saharan Africa,2023,95894118
Costa Rica,CRI,Latin America and the Caribbean,2014,4844288
Costa Rica,CRI,Latin America and the Caribbean,2015,4895242
Costa Rica,CRI,Latin America and the Caribbean,2016,4945205
Costa Rica,CRI,Latin America and the Caribbean,2017,4993842
Costa Rica,CRI,Latin America and the Caribbean,2018,5040734
Costa Rica,CRI,Latin America and the Caribbean,2019,5084532
Costa Rica,CRI,Latin America and the Caribbean,2020,5123105
Costa Rica,CRI,Latin America and the Caribbean,2021,5153957
Costa Rica,CRI,Latin America and the Caribbean,2022,5153957
Costa Rica,CRI,Latin America and the Caribbean,2023,5153957
Cote d'Ivoire,CIV,Sub-Saharan Africa,2014,22995555
Cote d'Ivoire,CIV,Sub-Saharan Africa,2015,23596741
Cote d'Ivoire,CIV,Sub-Saharan Africa,2016,24213622
Cote d'Ivoire,CIV,Sub-Saharan Africa,2017,24848016
Cote d'Ivoire,CIV,Sub-Saharan Africa,2018,25493988
Cote d'Ivoire,CIV,Sub-Saharan Africa,2019,26147551
Cote d'Ivoire,CIV,Sub-Saharan Africa,2020,26811790
Cote d'Ivoire,CIV,Sub-Saharan Africa,2021,27478249
Cote d'Ivoire,CIV,Sub-Saharan Africa,2022,27478249
Cote d'Ivoire,CIV,Sub-Saharan Africa,2023,27478249
Croatia,HRV,Emerging and Developing Europe,2014,4238389
Croatia,HRV,Emerging and Developing Europe,2015,4203604
Croatia,HRV,Emerging and Developing Europe,2016,4174349
Croatia,HRV,Emerging and Developing Europe,2017,4124531
Croatia,HRV,Emerging and Developing Europe,2018,4087843
Croatia,HRV,Emerging and Developing Europe,2019,4065253
Croatia,HRV,Emerging and Developing Europe,2020,4047680
Croatia,HRV,Emerging and Developing Europe,2021,3899000
Croatia,HRV,Emerging and Developing Europe,2022,3899000
Croatia,HRV,Emerging and Developing Europe,2023,3899000
Cyprus,CYP,Advanced Economies,2014,1176995
Cyprus,CYP,Advanced Economies,2015,1187280
Cyprus,CYP,Advanced Economies,2016,1197881
Cyprus,CYP,Advanced Economies,2017,1208523
Cyprus,CYP,Advanced Economies,2018,1218831
Cyprus,CYP,Advanced Economies,2019,1228836
Cyprus,CYP,Advanced Economies,2020,1237537
Cyprus,CYP,Advanced Economies,2021,1244188
Cyprus,CYP,Advanced Economies,2022,1244188
Cyprus,CYP,Advanced Economies,2023,1244188
Czech Republic,CZE,Advanced Economies,2014,10525347
Czech Republic,CZE,Advanced Economies,2015,10546059
Czech Republic,CZE,Advanced Economies,2016,10566332
Czech Republic,CZE,Advanced Economies,2017,10594438
Czech Republic,CZE,Advanced Economies,2018,10629928
Czech Republic,CZE,Advanced Economies,2019,10671870
Czech Republic,CZE,Advanced Economies,2020,10697858
Czech Republic,CZE,Advanced Economies,2021,10505772
Czech Republic,CZE,Advanced Economies,2022,10505772
Czech Republic,CZE,Advanced Economies,2023,10505772
Denmark,DNK,Advanced Economies,2014,5643475
Denmark,DNK,Advanced Economies,2015,5683483
Denmark,DNK,Advanced Economies,2016,5728010
Denmark,DNK,Advanced Economies,2017,5764980
Denmark,DNK,Advanced Economies,2018,5793636
Denmark,DNK,Advanced Economies,2019,5814422
Denmark,DNK,Advanced Economies,2020,5831404
Denmark,DNK,Advanced Economies,2021,5856733
Denmark,DNK,Advanced Economies,2022,5856733
Denmark,DNK,Advanced Economies,2023,5856733
Dominican Republic,DOM,Latin America and the Caribbean,2014,10282115
Dominican Republic,DOM,Latin America and the Caribbean,2015,10405832
Dominican Republic,DOM,Latin America and the Caribbean,2016,10527592
Dominican Republic,DOM,Latin America and the Caribbean,2017,10647244
Dominican Republic,DOM,Latin America and the Caribbean,2018,10765531
Dominican Republic,DOM,Latin America and the Caribbean,2019,10881882
Dominican Republic,DOM,Latin America and the Caribbean,2020,10999664
Dominican Republic,DOM,Latin America and the Caribbean,2021,11117873
Dominican Republic,DOM,Latin America and the Caribbean,2022,11117873
Dominican Republic,DOM,Latin America and the Caribbean,2023,11117873
Ecuador,ECU,Latin America and the Caribbean,2014,15957994
Ecuador,ECU,Latin America and the Caribbean,2015,16195902
Ecuador,ECU,Latin America and the Caribbean,2016,16439585
Ecuador,ECU,Latin America and the Caribbean,2017,16696944
Ecuador,ECU,Latin America and the Caribbean,2018,17015672
Ecuador,ECU,Latin America and the Caribbean,2019,17343740
Ecuador,ECU,Latin America and the Caribbean,2020,17588595
Ecuador,ECU,Latin America and the Caribbean,2021,17797737
Ecuador,ECU,Latin America and the Caribbean,2022,17797737
Ecuador,ECU,Latin America and the Caribbean,2023,17797737
"Egypt, Arab Rep.",EGY,"Middle East, North Africa and Pakistan",2014,95592324
"Egypt, Arab Rep.",EGY,"Middle East, North Africa and Pakistan",2015,97723799
"Egypt, Arab Rep.",EGY,"Middle East, North Africa and Pakistan",2016,99784030
"Egypt, Arab Rep.",EGY,"Middle East, North Africa and Pakistan",2017,101789386
"Egypt, Arab Rep.",EGY,"Middle East, North Africa and Pakistan",2018,103740765
"Egypt, Arab Rep.",EGY,"Middle East, North Africa and Pakistan",2019,105618671
"Egypt, Arab Rep.",EGY,"Middle East, North Africa and Pakistan",2020,107465134
"Egypt, Arab Rep.",EGY,"Middle East, North Africa and Pakistan",2021,109262178
"Egypt, Arab Rep.",EGY,"Middle East, North Africa and Pakistan",2022,109262178
"Egypt, Arab Rep.",EGY,"Middle East, North Africa and Pakistan",2023,109262178
El Salvador,SLV,Latin America and the Caribbean,2014,6209526
El Salvador,SLV,Latin America and the Caribbean,2015,6231066
El Salvador,SLV,Latin America and the Caribbean,2016,6250510
El Salvador,SLV,Latin America and the Caribbean,2017,6266654
El Salvador,SLV,Latin America and the Caribbean,2018,6276342
El Salvador,SLV,Latin America and the Caribbean,2019,6280217
El Salvador,SLV,Latin America and the Caribbean,2020,6292731
El Salvador,SLV,Latin America and the Caribbean,2021,6314167
El Salvador,SLV,Latin America and the Caribbean,2022,6314167
El Salvador,SLV,Latin America and the Caribbean,2023,6314167
Estonia,EST,Advanced Economies,2014,1314545
Estonia,EST,Advanced Economies,2015,1315407
Estonia,EST,Advanced Economies,2016,1315790
Estonia,EST,Advanced Economies,2017,1317384
Estonia,EST,Advanced Economies,2018,1321977
Estonia,EST,Advanced Economies,2019,1326898
Estonia,EST,Advanced Economies,2020,1329522
Estonia,EST,Advanced Economies,2021,1330932
Estonia,EST,Advanced Economies,2022,1330932
Estonia,EST,Advanced Economies,2023,1330932
Ethiopia,ETH,Sub-Saharan Africa,2014,99746766
Ethiopia,ETH,Sub-Saharan Africa,2015,102471895
Ethiopia,ETH,Sub-Saharan Africa,2016,105293228
Ethiopia,ETH,Sub-Saharan Africa,2017,108197950
Ethiopia,ETH,Sub-Saharan Africa,2018,111129438
Ethiopia,ETH,Sub-Saharan Africa,2019,114120594
Ethiopia,ETH,Sub-Saharan Africa,2020,117190911
Ethiopia,ETH,Sub-Saharan Africa,2021,120283026
Ethiopia,ETH,Sub-Saharan Africa,2022,120283026
Ethiopia,ETH,Sub-Saharan Africa,2023,120283026
Finland,FIN,Advanced Economies,2014,5461512
Finland,FIN,Advanced Economies,2015,5479531
Finland,FIN,Advanced Economies,2016,5495303
Finland,FIN,Advanced Economies,2017,5508214
Finland,FIN,Advanced Economies,2018,5515525
Finland,FIN,Advanced Economies,2019,5521606
Finland,FIN,Advanced Economies,2020,5529543
Finland,FIN,Advanced Economies,2021,5541017
Finland,FIN,Advanced Economies,2022,5541017
Finland,FIN,Advanced Economies,2023,5541017
France,FRA,Advanced Economies,2014,66312067
France,FRA,Advanced Economies,2015,66548272
France,FRA,Advanced Economies,2016,66724104
France,FRA,Advanced Economies,2017,66918020
France,FRA,Advanced Economies,2018,67158348
France,FRA,Advanced Economies,2019,67388001
France,FRA,Advanced Economies,2020,67571107
France,FRA,Advanced Economies,2021,67749632
France,FRA,Advanced Economies,2022,67749632
France,FRA,Advanced Economies,2023,67749632
Gabon,GAB,Sub-Saharan Africa,2014,1966855
Gabon,GAB,Sub-Saharan Africa,2015,2028517
Gabon,GAB,Sub-Saharan Africa,2016,2086206
Gabon,GAB,Sub-Saharan Africa,2017,2140215
Gabon,GAB,Sub-Saharan Africa,2018,2192012
Gabon,GAB,Sub-Saharan Africa,2019,2242785
Gabon,GAB,Sub-Saharan Africa,2020,2292573
Gabon,GAB,Sub-Saharan Africa,2021,2341179
Gabon,GAB,Sub-Saharan Africa,2022,2341179
Gabon,GAB,Sub-Saharan Africa,2023,2341179
Georgia,GEO,Commonwealth of Independent States,2014,3719414
Georgia,GEO,Commonwealth of Independent States,2015,3725276
Georgia,GEO,Commonwealth of Independent States,2016,3727505
Georgia,GEO,Commonwealth of Independent States,2017,3728004
Georgia,GEO,Commonwealth of Independent States,2018,3726549
Georgia,GEO,Commonwealth of Independent States,2019,3720161
Georgia,GEO,Commonwealth of Independent States,2020,3722716
Georgia,GEO,Commonwealth of Independent States,2021,3708610
Georgia,GEO,Commonwealth of Independent States,2022,3708610
Georgia,GEO,Commonwealth of Independent States,2023,3708610
Germany,DEU,Advanced Economies,2014,80982500
